0.000491        	0.977841        
0.996636        	0.001684        
0.573078        	0.242981        
0.500407        	0.292605        
0.075753        	0.724767        
0.948857        	0.025907        
0.050441        	0.775408        
0.006829        	0.917363        
0.598625        	0.226291        
0.099643        	0.684337        
0.016741        	0.870611        
0.924944        	0.03826         
0.972748        	0.01372         
0.548257        	0.259556        
0.524104        	0.27605         
0.08773         	0.703807        
0.039503        	0.801247        
0.900638        	0.05098         
0.027017        	0.835631        
0.063152        	0.748699
